Title,Authors,Date,Pureportal,Pub Link
Ransomware and reputation,,10 Jun 2019,,https://pureportal.coventry.ac.uk/en/publications/ransomware-and-reputation
Real exchange rate and asymmetric shocks in the West African Monetary Zone (WAMZ),,Mar 2019,,https://pureportal.coventry.ac.uk/en/publications/real-exchange-rate-and-asymmetric-shocks-in-the-west-african-mone
Report of the Key Development Needs (KDNs) Assessment Exercise by the State of Osun's Citizens for Improved Governance and Better Service Delivery,"Udeogu, E.",2019,https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,https://pureportal.coventry.ac.uk/en/publications/report-of-the-key-development-needs-kdns-assessment-exercise-by-t
Risk aversion and beta anomaly (with Peng Li),,2019,,https://pureportal.coventry.ac.uk/en/publications/risk-aversion-and-beta-anomaly-with-peng-li
"Share-Option Based Compensation Expense, Shareholder Returns and Financial Crisis","Alhaj Ismail, A.",Apr 2019,https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail,https://pureportal.coventry.ac.uk/en/publications/share-option-based-compensation-expense-shareholder-returns-and-f
Shari’ah Governance of Islami Bank Bangladesh Limited: Implications of Ownership Change,"Ullah, H.",29 May 2019,https://pureportal.coventry.ac.uk/en/persons/hafij-ullah,https://pureportal.coventry.ac.uk/en/publications/shariah-governance-of-islami-bank-bangladesh-limited-implications
Stress Testing and Reverse Stress Testing: An Approach for a Resilient Islamic Financial Industry,"Alamad, S.",2019,https://pureportal.coventry.ac.uk/en/persons/samir-alamad,https://pureportal.coventry.ac.uk/en/publications/stress-testing-and-reverse-stress-testing-an-approach-for-a-resil
"Tax Evasion, Information Systems and Blockchain",,1 May 2019,,https://pureportal.coventry.ac.uk/en/publications/tax-evasion-information-systems-and-blockchain
The dark side of transparency: Does the Nigeria extractive industries transparency initiative help or hinder accountability and corruption control?,,Sep 2019,,https://pureportal.coventry.ac.uk/en/publications/the-dark-side-of-transparency-does-the-nigeria-extractive-industr
The Effects of Corporate Social Responsibility on Real and Accrual‐based Earnings Management: Evidence from China,,Sep 2019,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-corporate-social-responsibility-on-real-and-accrua
The hegemony in transfer pricing practices: The case of a Chinese organisation,"Chen, J.",2019,https://pureportal.coventry.ac.uk/en/persons/junyuan-chen,https://pureportal.coventry.ac.uk/en/publications/the-hegemony-in-transfer-pricing-practices-the-case-of-a-chinese-
The impact of foreign direct investment on productivity: New evidence for developing countries,"Tanna, S.",1 Aug 2019,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-direct-investment-on-productivity-new-evide
"The Impact of Trade Intensity and Market Characteristics on Asymmetric Volatility, Spillovers and Asymmetric Spillovers: Evidence from the Response of International Stock Markets to US Shocks","Newaz, M. K.,Park, J. S.",Feb 2019,"https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-trade-intensity-and-market-characteristics-on-asymm
The islamic perspective of CSR in the Financial institutions in Nigeria: The case of Jaiz bank,"Noah, A.",31 Jan 2019,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/the-islamic-perspective-of-csr-in-the-financial-institutions-in-n
The newest intelligent financial decisions tool: fractals. A smart approach to assess the risk,,1 May 2019,,https://pureportal.coventry.ac.uk/en/publications/the-newest-intelligent-financial-decisions-tool-fractals-a-smart-
The Role of Openness in the Effect of ICT on Governance,,3 Jul 2019,,https://pureportal.coventry.ac.uk/en/publications/the-role-of-openness-in-the-effect-of-ict-on-governance
To pay or not: game theoretic models of ransomware,,2019,,https://pureportal.coventry.ac.uk/en/publications/to-pay-or-not-game-theoretic-models-of-ransomware
Towards a Sustainable University Led Support System for MSMEs,"Lockyer, J.",14 Nov 2019,https://pureportal.coventry.ac.uk/en/persons/joan-lockyer,https://pureportal.coventry.ac.uk/en/publications/towards-a-sustainable-university-led-support-system-for-msmes
To what extent do public and private financing sources affect access and quality of health care? Experiences from Uganda’s healthcare system,"Kabajulizi, J.",30 Dec 2019,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/to-what-extent-do-public-and-private-financing-sources-affect-acc
Understanding Financial Reporting Fraud in Egypt: Evidence from the Audit Field,,2 Nov 2019,,https://pureportal.coventry.ac.uk/en/publications/understanding-financial-reporting-fraud-in-egypt-evidence-from-th
Understanding the Nature of Accounts Using Comprehensive Tools to Understand Financial Statements,,4 Oct 2019,,https://pureportal.coventry.ac.uk/en/publications/understanding-the-nature-of-accounts-using-comprehensive-tools-to
Understanding time-inconsistent heterogeneous preferences in economics and finance: A practice theory approach,"Andrikopoulos, P.",Nov 2019,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/understanding-time-inconsistent-heterogeneous-preferences-in-econ
VAT – different approach in Europe and GCC – a comparative analysis,,1 Mar 2019,,https://pureportal.coventry.ac.uk/en/publications/vat-different-approach-in-europe-and-gcc-a-comparative-analysis
What Matters in the Assessment of Financial Reporting Fraud Risk?,,5 Jun 2019,,https://pureportal.coventry.ac.uk/en/publications/what-matters-in-the-assessment-of-financial-reporting-fraud-risk-2
"Agency costs, Ownership Structure and Corporate Governance Mechanisms in Ghana","Owusu, A.",2018,https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/publications/agency-costs-ownership-structure-and-corporate-governance-mechani
Are single stock futures used as an alternative during a short-selling ban?,,Jan 2018,,https://pureportal.coventry.ac.uk/en/publications/are-single-stock-futures-used-as-an-alternative-during-a-short-se
Assessing Management Integrity: Insights from Big 4 Auditors in Egypt,,1 Jul 2018,,https://pureportal.coventry.ac.uk/en/publications/assessing-management-integrity-insights-from-big-4-auditors-in-eg
"Bank Size, Information Sharing and Financial Access in Africa",,2018,,https://pureportal.coventry.ac.uk/en/publications/bank-size-information-sharing-and-financial-access-in-africa
Brexit – An Opportunity for Real Estate Firms in Germany and Ireland?,,2018,,https://pureportal.coventry.ac.uk/en/publications/brexit-an-opportunity-for-real-estate-firms-in-germany-and-irelan
Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,,Jun 2018,,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t-2
Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,,1 Jan 2018,,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t
Cash Holdings and Corporate Investment Valuations: Evidence from UK Corporate Investment Announcement,,13 Aug 2018,,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-u
Cash Holdings and Firm Competitiveness,,1 Jan 2018,,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-firm-competitiveness
Common Biases In Business Research,,2018,,https://pureportal.coventry.ac.uk/en/publications/common-biases-in-business-research
Comparative compliance status of AAOIFI and IFSB standards: An empirical evidence from Islami Bank Bangladesh Limited,"Ullah, H.",5 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/hafij-ullah,https://pureportal.coventry.ac.uk/en/publications/comparative-compliance-status-of-aaoifi-and-ifsb-standards-an-emp
Comparative Human Development Thresholds for Absolute and Relative Pro-poor Mobile Banking in Developing Countries,,5 Feb 2018,,https://pureportal.coventry.ac.uk/en/publications/comparative-human-development-thresholds-for-absolute-and-relativ
Competing Institutional Logics in Islamic Financial Reporting Standardisation: A Comparative Study ,"Abras, A.",2018,https://pureportal.coventry.ac.uk/en/persons/ahmad-abras,https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-in-islamic-financial-reporting-sta
Corporate Governance and Audit Quality: Further Recommendations Beyond the Code,"Alhababsah, S.",26 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/salem-alhababsah,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-audit-quality-further-recommendations-be
Corporate Governance Practices in Jordan,"Alhababsah, S.",2018,https://pureportal.coventry.ac.uk/en/persons/salem-alhababsah,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-practices-in-jordan
Determinants of Mobile Phone Penetration: Panel Threshold Evidence from Sub-Saharan Africa,,2018,,https://pureportal.coventry.ac.uk/en/publications/determinants-of-mobile-phone-penetration-panel-threshold-evidence
Does Size Matter in Predicting SMEs Failure?,"Khorasgani, A.",Oct 2018,https://pureportal.coventry.ac.uk/en/persons/amir-khorasgani,https://pureportal.coventry.ac.uk/en/publications/does-size-matter-in-predicting-smes-failure
Does the crowd mean business? An analysis of rewards-based crowdfunding as a source of finance for start-ups and small businesses,"Nguyen, T.",2018,https://pureportal.coventry.ac.uk/en/persons/thang-nguyen,https://pureportal.coventry.ac.uk/en/publications/does-the-crowd-mean-business-an-analysis-of-rewards-based-crowdfu
Do terrorist attacks harm financial markets? A meta-analysis of event studies and the determinants of adverse impact,"Park, J. S.,Newaz, M. K.",Aug 2018,"https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz",https://pureportal.coventry.ac.uk/en/publications/do-terrorist-attacks-harm-financial-markets-a-meta-analysis-of-ev
Effects of asymmetric information on market timing in the mutual fund industry,,8 Oct 2018,,https://pureportal.coventry.ac.uk/en/publications/effects-of-asymmetric-information-on-market-timing-in-the-mutual-
Enhancing nurse satisfaction: an exploration of specialty nurse shortage within the West Midlands region of NHS England Nursing Management,,22 Mar 2018,,https://pureportal.coventry.ac.uk/en/publications/enhancing-nurse-satisfaction-an-exploration-of-specialty-nurse-sh
Environmental Regulation And International Competitiveness: A Critical Review,"Mulatu, A.",2018,https://pureportal.coventry.ac.uk/en/persons/abay-mulatu,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-international-competitiveness-a-crit
"Fatality Sensitivity: Factors shaping British, Polish and Australian public opinion on the Iraq war","Lis, P.",28 Mar 2018,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-factors-shaping-british-polish-and-australia
FDI Spillover Effects in China’s Manufacturing Sector: New Evidence from Forward and Backward Linkages,"Tanna, S.",18 Apr 2018,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/fdi-spillover-effects-in-chinas-manufacturing-sector-new-evidence
Fighting Terrorism: Empirics on Policy Harmonisation,,Aug 2018,,https://pureportal.coventry.ac.uk/en/publications/fighting-terrorism-empirics-on-policy-harmonisation
"Financialisation, Capital Accumulation and Economic Development in Nigeria: A critical perspective. ","Udeogu, E.",4 Jul 2018,https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,https://pureportal.coventry.ac.uk/en/publications/financialisation-capital-accumulation-and-economic-development-in
Fundamental Analysis According to the F-Score Method in the German Stock Market,,8 May 2018,,https://pureportal.coventry.ac.uk/en/publications/fundamental-analysis-according-to-the-f-score-method-in-the-germa
Impact of Corporate Governance on Bank Financial Performance,"Oino, I.",Aug 2018,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-bank-financial-performance
Impact Of Regulatory Capital On European Banks Financial Performance: A Review Of Post Global Financial Crisis,"Oino, I.",Apr 2018,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/impact-of-regulatory-capital-on-european-banks-financial-performa
Increasing Foreign Aid for Inclusive Human Development in Africa,,Jul 2018,,https://pureportal.coventry.ac.uk/en/publications/increasing-foreign-aid-for-inclusive-human-development-in-africa
Institutional change and corporate governance diversity in China’s SOEs,,2018,,https://pureportal.coventry.ac.uk/en/publications/institutional-change-and-corporate-governance-diversity-in-chinas
Is information diffusion a threat to market power for financial access? Insights from the African banking industry,,Jun 2018,,https://pureportal.coventry.ac.uk/en/publications/is-information-diffusion-a-threat-to-market-power-for-financial-a
"Large Market Games, the Law of One Price, and Market Structure",,Oct 2018,,https://pureportal.coventry.ac.uk/en/publications/large-market-games-the-law-of-one-price-and-market-structure
Leadership Styles and Job Satisfaction,"Oino, I.",23 Jul 2018,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/leadership-styles-and-job-satisfaction
Learnings from Japan: An EEUK Mission,,5 Sep 2018,,https://pureportal.coventry.ac.uk/en/publications/learnings-from-japan-an-eeuk-mission
Lessons from a Survey of China’s  Economic Diplomacy,,Sep 2018,,https://pureportal.coventry.ac.uk/en/publications/lessons-from-a-survey-of-chinas-economic-diplomacy
"Mobile phones, institutional quality and entrepreneurship in Sub-Saharan Africa",,Jun 2018,,https://pureportal.coventry.ac.uk/en/publications/mobile-phones-institutional-quality-and-entrepreneurship-in-sub-s
"Openness, ICT and Entrepreneurship in Sub-Saharan Africa",,2018,,https://pureportal.coventry.ac.uk/en/publications/openness-ict-and-entrepreneurship-in-sub-saharan-africa
PhD by Publication as an Argument for Innovation and Technology Transfer: with Emphasis on Africa,,3 Jan 2018,,https://pureportal.coventry.ac.uk/en/publications/phd-by-publication-as-an-argument-for-innovation-and-technology-t
Political Regimes and Stock Market Performance in Africa,,Aug 2018,,https://pureportal.coventry.ac.uk/en/publications/political-regimes-and-stock-market-performance-in-africa
Predicting Unlisted SMEs' Default: Incorporating Market Information on Accounting-based Models for Improved Accuracy,"Andrikopoulos, P.,Khorasgani, A.",Sep 2018,"https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/persons/amir-khorasgani",https://pureportal.coventry.ac.uk/en/publications/predicting-unlisted-smes-default-incorporating-market-information
Pulling effect of Colonial Legacies on Africa’s Inward FDI,"Omar, M.",5 Sep 2018,https://pureportal.coventry.ac.uk/en/persons/maktoba-omar-omar-saad,https://pureportal.coventry.ac.uk/en/publications/pulling-effect-of-colonial-legacies-on-africas-inward-fdi
Revisiting the evidence of earnings management prior to merger announcements: an application of Benford’s law,"Nguyen, T.",26 Dec 2018,https://pureportal.coventry.ac.uk/en/persons/thai-nguyen,https://pureportal.coventry.ac.uk/en/publications/revisiting-the-evidence-of-earnings-management-prior-to-merger-an
Risks Associated with Payment Banks and Mobile-Based Money Platforms,"Rahmani, H. U. U. R.",20 Nov 2018,https://pureportal.coventry.ac.uk/en/persons/hafiz-rahmani-rahmani,https://pureportal.coventry.ac.uk/en/publications/risks-associated-with-payment-banks-and-mobile-based-money-platfo
Self-determination and service performance: the roles of service adaptiveness and openness to experience,"Song, W.",14 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/wei-song,https://pureportal.coventry.ac.uk/en/publications/self-determination-and-service-performance-the-roles-of-service-a
Socially Responsible Investment,,Jan 2018,,https://pureportal.coventry.ac.uk/en/publications/socially-responsible-investment
Sukuk as a Financial Asset: A Review,"Kabir, S.",2018,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/sukuk-as-a-financial-asset-a-review
Sustainable management of affordable housing,"Huston, S.",15 Nov 2018,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/sustainable-management-of-affordable-housing
"Temporal Stability of Groundwater Depth in the Contemporary Yellow River Delta, Eastern China","Huston, S.",28 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/temporal-stability-of-groundwater-depth-in-the-contemporary-yello
"The Determinants Of Interest Rates In Microfinance: Age, Scale And Organisational Charter","Tony-Okeke, U.",Aug 2018,https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke,https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-interest-rates-in-micro-banks-age-and-scale
The development of accounting practices and the adoption of IFRS in selected MENA countries,"Ibrahim, M.",2018,https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim,https://pureportal.coventry.ac.uk/en/publications/the-development-of-accounting-practices-and-the-adoption-of-ifrs-
The Economic Effects of Supply Chain Management on the Automobile Industries in China,"Rahmani, H. U. U. R.",25 Nov 2018,https://pureportal.coventry.ac.uk/en/persons/hafiz-rahmani-rahmani,https://pureportal.coventry.ac.uk/en/publications/the-economic-effects-of-supply-chain-management-on-the-automobile
The Impact of Armed Conflict and Terrorism on Foreign Aid: a Sector-Level Analysis,"Lis, P.",Oct 2018,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-armed-conflict-and-terrorism-on-foreign-aid-a-secto
The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets: The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets,"Tony-Okeke, U.,Ahmadu-Bello, J.",1 Oct 2018,"https://pureportal.coventry.ac.uk/en/persons/uchenna-tony-okeke,https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-2007-09-and-euro-zone-crises-on-natural-resourc
The macroeconomic implications of public healthcare financing: a computable general equilibrium analysis of Uganda,"Kabajulizi, J.",15 Jun 2018,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-implications-of-public-healthcare-financing-a-c
The relative importance of trade verses FDI-led economic growth in Thailand,"Tanna, S.",1 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/the-relative-importance-of-trade-verses-fdi-led-economic-growth-i
The role of external debt in the foreign direct investment-growth relationship,"Tanna, S.,De Vita, G.",12 Oct 2018,"https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita",https://pureportal.coventry.ac.uk/en/publications/the-role-of-external-debt-in-the-foreign-direct-investment-growth
The role of foreign direct investment in less developed countries,"Tanna, S.",1 Jan 2018,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/the-role-of-foreign-direct-investment-in-less-developed-countries
The role of seaports in regional employment: evidence from South Korea,"Park, J. S.",2018,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/publications/the-role-of-seaports-in-regional-employment-evidence-from-south-k-2
Time Preference for Investment in the Environment: The Impact of Intrinsic Motivation,,1 Sep 2018,,https://pureportal.coventry.ac.uk/en/publications/time-preference-for-investment-in-the-environment-the-impact-of-i
Two centuries of farmland prices in England,"Huston, S.",2018,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/two-centuries-of-farmland-prices-in-england
Two-stage DEA-Truncated Regression: Application in Banking Efficiency and Financial Development,,15 Apr 2018,,https://pureportal.coventry.ac.uk/en/publications/two-stage-dea-truncated-regression-application-in-banking-efficie
UK Consumers’ Perceived Risk of Buying Products from Emerging Economies: A Moderated Mediation Model,"Song, W.",May 2018,https://pureportal.coventry.ac.uk/en/persons/wei-song,https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ-2
Whether Shari’ah compliance efficiency is a matter for the financial performance: The case of Islami Bank Bangladesh Limited,"Ullah, H.",4 Mar 2018,https://pureportal.coventry.ac.uk/en/persons/hafij-ullah,https://pureportal.coventry.ac.uk/en/publications/whether-shariah-compliance-efficiency-is-a-matter-for-the-financi
‘Individual Failure’ and a Behavioural Public Sector Economics,,Feb 2018,,https://pureportal.coventry.ac.uk/en/publications/individual-failure-and-a-behavioural-public-sector-economics
Accountability of Transnational Corporations in the Developing World: The Case for an Enforceable International Mechanism,,28 Feb 2017,,https://pureportal.coventry.ac.uk/en/publications/accountability-of-transnational-corporations-in-the-developing-wo-2
Accounting analyses of momentum and contrarian strategies in emerging markets,"Tanna, S.",30 Jan 2017,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/accounting-analyses-of-momentum-and-contrarian-strategies-in-emer-2
Accounting for the Environment: Accountability in the Nigerian cement industry,"Noah, A.",27 Jan 2017,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-the-environment-accountability-in-the-nigerian-cem
"Accounting Standards Complexity, Audit Fees and Financial Analyst Forecasts in Australia","Miah, M. S.",24 Nov 2017,https://pureportal.coventry.ac.uk/en/persons/muhammad-shahin-miah,https://pureportal.coventry.ac.uk/en/publications/accounting-standards-complexity-audit-fees-and-financial-analyst-
A distance learning university and its economic impact in a country’s peripheries: the case of Hellenic Open University,"Serenis, D.",2017,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/a-distance-learning-university-and-its-economic-impact-in-a-count-2
Aggregate and Disaggregate Financial Repression and Financial Liberalization Index and Database in China,,2017,,https://pureportal.coventry.ac.uk/en/publications/aggregate-and-disaggregate-financial-repression-and-financial-lib
A literature survey on proposed african monetary unions,,Jul 2017,,https://pureportal.coventry.ac.uk/en/publications/a-literature-survey-on-proposed-african-monetary-unions-2
An extra 7 years before I’m debt free: The effect of the poverty premium on debt advice service users,"Sapre, N.",2017,https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre,https://pureportal.coventry.ac.uk/en/publications/an-extra-7-years-before-im-debt-free-the-effect-of-the-poverty-pr
Are serial acquirers good targets for acquisition? An accounting perspective,"Tanna, S.",4 Jan 2017,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/are-serial-acquirers-good-targets-for-acquisition-an-accounting-p-2
A Summary of a Survey on Proposed African Monetary Unions,,Jun 2017,,https://pureportal.coventry.ac.uk/en/publications/a-summary-of-a-survey-on-proposed-african-monetary-unions
At What Levels of Financial Development Does Information Sharing Matter?,,2 Jun 2017,,https://pureportal.coventry.ac.uk/en/publications/at-what-levels-of-financial-development-does-information-sharing-
Audit firm tenure regulations and financial reporting quality: Evidence from the UK,,2017,,https://pureportal.coventry.ac.uk/en/publications/audit-firm-tenure-regulations-and-financial-reporting-quality-evi
"Beliefs, Portfolio Constraints, Speculation and Asset Pricing",,2017,,https://pureportal.coventry.ac.uk/en/publications/beliefs-portfolio-constraints-speculation-and-asset-pricing
BIM-based deconstruction tool: Towards essential functionalities,,Jun 2017,,https://pureportal.coventry.ac.uk/en/publications/bim-based-deconstruction-tool-towards-essential-functionalities-2
Buying Friends? The Importance of Economic Flows in Assembling the Iraq War Coalition,"Lis, P.,Hisarciklilar, M.",20 Dec 2017,"https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar",https://pureportal.coventry.ac.uk/en/publications/buying-friends-the-importance-of-economic-flows-in-assembling-the
Can We Go beyond Agency Conceptions? Rethinking Agency Theory in Developing Countries,,9 May 2017,,https://pureportal.coventry.ac.uk/en/publications/can-we-go-beyond-agency-conceptions-rethinking-agency-theory-in-d
Central Bank Optimism as a Policy Tool: Evidence from the Bank of England,,Nov 2017,,https://pureportal.coventry.ac.uk/en/publications/central-bank-optimism-as-a-policy-tool-evidence-from-the-bank-of-
Comparative Evidence on the Value Relevance of IFRS-based Accounting Information in Germany and the UK,,2017,,https://pureportal.coventry.ac.uk/en/publications/comparative-evidence-on-the-value-relevance-of-ifrs-based-account-2
Conclusion,"Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/conclusion-9
Construction Firms’ Competitiveness,"Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/construction-firms-competitiveness
Corporate governance and bidder returns: Evidence from China's domestic mergers and acquisitions,"Muganhu, C.",2017,https://pureportal.coventry.ac.uk/en/persons/christopher-muganhu,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-bidder-returns-evidence-from-chinas-dome
Culture clash – National vs international publishing,"Ayoubi, R.",25 Aug 2017,https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,https://pureportal.coventry.ac.uk/en/publications/culture-clash-national-vs-international-publishing
Differences of opinion in sovereign credit signals during the European crisis,,2017,,https://pureportal.coventry.ac.uk/en/publications/differences-of-opinion-in-sovereign-credit-signals-during-the-eur-2
Discharging environmental accountability in emerging economies: the case of the Nigerian cement industry,"Noah, A.",8 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-th
Diversifying away the risk of war and cross-border political crisis,,May 2017,,https://pureportal.coventry.ac.uk/en/publications/diversifying-away-the-risk-of-war-and-cross-border-political-cris-2
Does CSR Improve Financial Transparency? Evidence from China,,2017,,https://pureportal.coventry.ac.uk/en/publications/does-csr-improve-financial-transparency-evidence-from-china
Earnings management in UK's mergers and acquisition,,2017,,https://pureportal.coventry.ac.uk/en/publications/earnings-management-in-uks-mergers-and-acquisition
Economic Analysis of Ransomware,,20 Mar 2017,,https://pureportal.coventry.ac.uk/en/publications/economic-analysis-of-ransomware
Effective timing of tourism policy: The case of Singapore,"Serenis, D.",Jan 2017,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/effective-timing-of-tourism-policy-the-case-of-singapore-2
Efficiency in a forced contribution threshold public good game,,Nov 2017,,https://pureportal.coventry.ac.uk/en/publications/efficiency-in-a-forced-contribution-threshold-public-good-game
Essential Personal Finance: A Practical Guide for Students,"Luu, L.",10 Mar 2017,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-students
Estimating volatility persistence under a Brexit-vote structural break,,Nov 2017,,https://pureportal.coventry.ac.uk/en/publications/estimating-volatility-persistence-under-a-brexit-vote-structural-
Exploring External Auditors Perceptions of the Motivations behind Management Fraud in Egypt: A Mixed Research Methods Approach,,12 Dec 2017,,https://pureportal.coventry.ac.uk/en/publications/exploring-external-auditors-perceptions-of-the-motivations-behind
Fighting Capital Flight in Africa: Evidence from Bundling and Unbundling Governance,,Sep 2017,,https://pureportal.coventry.ac.uk/en/publications/fighting-capital-flight-in-africa-evidence-from-bundling-and-unbu-2
"Financial Innovation, Banking System and Housing Market.","Lauretta, E.",2017,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market
Financing HIV/AIDS responses in Africa: Impact evidence from Uganda,"Kabajulizi, J.",4 Oct 2017,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/financing-hivaids-responses-in-africa-impact-evidence-from-uganda
"Foreign Aid and Inclusive Development: Updated Evidence from Africa, 2005–2012",,Mar 2017,,https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-inclusive-development-updated-evidence-from-afric-2
"Fuel Exports, Aid and Terrorism",,2017,,https://pureportal.coventry.ac.uk/en/publications/fuel-exports-aid-and-terrorism
Global Diffusion of Anglo-American Governance: Evaluating Responses across Three Emerging Economies,,9 May 2017,,https://pureportal.coventry.ac.uk/en/publications/global-diffusion-of-anglo-american-governance-evaluating-response
Globalization and Inclusive Human Development in Africa,,27 Jun 2017,,https://pureportal.coventry.ac.uk/en/publications/globalization-and-inclusive-human-development-in-africa
